time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01,14.1,10.1,17.0,,,,7.5,,1018.2,
2020-01-02,13.1,9.0,16.0,,,,15.8,,1017.0,
2020-01-03,11.8,8.0,15.0,,,,31.0,,1018.9,
2020-01-04,11.7,9.0,15.1,,,,25.2,,1018.6,
2020-01-05,11.8,8.0,16.0,,,,21.5,,1018.6,
2020-01-06,13.4,10.0,17.0,,,,30.9,,1015.5,
2020-01-07,12.4,10.6,15.0,,,,30.6,,1015.7,
2020-01-08,12.2,8.4,16.0,,,,30.4,,1017.5,
2020-01-09,12.0,9.0,15.0,,,,23.0,,1016.8,
2020-01-10,12.1,8.0,16.0,,,,13.7,,1018.4,
2020-01-11,12.7,8.0,17.0,,,,6.2,,1024.2,
2020-01-12,14.4,11.8,18.0,,,,7.2,,1024.4,
2020-01-13,14.1,10.0,18.0,,,,6.9,,1023.8,
2020-01-14,14.6,11.0,18.0,,,,18.2,,1023.0,
2020-01-15,16.5,12.0,21.0,,,,26.4,,1018.3,
2020-01-16,16.0,13.0,18.0,,,,27.1,,1013.1,
2020-01-17,13.8,11.8,17.0,,,,23.6,,1015.1,
2020-01-18,13.9,11.9,16.7,,,,16.7,,1018.4,
2020-01-19,13.3,10.0,16.0,,,,16.6,,1020.6,
2020-01-20,14.4,12.0,17.0,,,,17.3,,1025.5,
2020-01-21,13.2,11.0,16.0,,,,19.6,,1024.8,
2020-01-22,12.8,9.2,16.3,,,,10.6,,1023.8,
2020-01-23,12.8,8.0,16.0,,,,12.9,,1023.2,
2020-01-24,13.4,10.3,16.0,,,,19.3,,1023.4,
2020-01-25,11.4,6.1,17.0,,,,9.9,,1029.0,
2020-01-26,11.8,6.0,17.0,,,,17.8,,1028.6,
2020-01-27,12.7,7.0,19.0,,,,18.3,,1023.3,
2020-01-28,13.3,9.0,17.0,,,,8.0,,1019.8,
2020-01-29,14.9,10.0,18.3,,,,9.7,,1022.2,
2020-01-30,15.5,11.0,19.0,,,,8.3,,1022.0,
2020-01-31,14.6,11.0,19.0,,,,13.7,,1020.8,
2020-02-01,14.1,9.0,18.0,,,,9.6,,1022.2,
2020-02-02,14.6,9.0,19.0,,,,7.4,,1022.7,
2020-02-03,14.2,9.8,18.0,,,,11.5,,1021.8,
2020-02-04,15.3,11.0,19.0,,,,5.6,,1019.6,
2020-02-05,16.9,12.9,21.0,,,,20.6,,1015.2,
2020-02-06,18.3,16.0,22.0,,,,25.8,,1014.8,
2020-02-07,15.9,14.0,19.1,,,,20.9,,1018.1,
2020-02-08,13.3,11.3,16.0,,,,19.4,,1023.2,
2020-02-09,12.2,10.4,15.0,,,,18.6,,1027.2,
2020-02-10,11.8,9.8,14.0,,,,13.5,,1027.2,
2020-02-11,13.0,9.0,18.0,,,,12.0,,1023.9,
2020-02-12,15.5,11.0,20.0,,,,17.9,,1022.5,
2020-02-13,18.2,13.0,24.0,,,,14.0,,1022.0,
2020-02-14,15.6,11.0,20.4,,,,17.1,,1019.6,
2020-02-15,15.4,11.7,21.0,,,,8.3,,1015.4,
2020-02-16,16.3,14.0,19.7,,,,13.2,,1015.4,
2020-02-17,15.3,12.7,19.0,,,,16.9,,1017.6,
2020-02-18,14.0,10.0,19.0,,,,12.0,,1016.8,
2020-02-19,14.0,11.0,20.0,,,,12.4,,1017.9,
2020-02-20,14.5,10.0,19.0,,,,12.6,,1020.0,
2020-02-21,15.6,12.0,20.1,,,,23.7,,1016.4,
2020-02-22,14.2,11.0,17.0,,,,10.9,,1018.9,
2020-02-23,14.9,11.8,18.0,,,,8.3,,1017.9,
2020-02-24,11.6,9.0,16.0,,,,12.1,,1015.6,
2020-02-25,15.0,11.0,20.0,,,,11.6,,1018.1,
2020-02-26,17.3,12.9,22.0,,,,9.1,,1020.6,
2020-02-27,19.8,13.4,25.0,,,,6.5,,1018.9,
2020-02-28,20.9,16.0,26.0,,,,11.0,,1015.8,
2020-02-29,17.1,14.0,21.0,,,,18.1,,1016.8,
2020-03-01,15.4,12.5,19.0,,,,15.3,,1019.8,
2020-03-02,15.3,11.0,20.0,,,,11.6,,1021.4,
2020-03-03,16.4,11.0,23.0,,,,22.3,,1019.4,
2020-03-04,18.9,11.0,26.2,,,,10.5,,1013.7,
2020-03-05,22.0,19.0,26.0,,,,20.6,,1010.3,
2020-03-06,17.8,15.9,20.0,,,,20.1,,1012.7,
2020-03-07,17.5,14.0,22.0,,,,13.0,,1019.0,
2020-03-08,18.1,12.0,25.0,,,,22.6,,1017.9,
2020-03-09,21.1,14.7,30.0,,,,18.2,,1012.3,
2020-03-10,16.5,12.0,21.0,,,,17.7,,1016.3,
2020-03-11,17.2,13.0,23.0,,,,30.1,,1011.9,
2020-03-12,15.6,13.4,17.0,,,,29.3,,1003.9,
2020-03-13,15.3,12.0,18.2,,,,25.6,,999.1,
2020-03-14,18.6,16.0,22.1,,,,11.5,,1013.6,
2020-03-15,19.5,15.7,24.0,,,,11.0,,1016.4,
2020-03-16,20.3,15.1,26.0,,,,14.0,,1014.9,
2020-03-17,15.4,12.2,18.3,,,,23.4,,1015.7,
2020-03-18,14.7,11.0,19.0,,,,20.8,,1017.2,
2020-03-19,14.9,12.0,19.0,,,,20.5,,1018.0,
2020-03-20,13.6,11.0,17.0,,,,21.4,,1016.0,
2020-03-21,13.9,10.0,18.0,,,,14.9,,1015.9,
2020-03-22,15.9,10.0,21.0,,,,10.2,,1016.9,
2020-03-23,22.4,16.0,27.9,,,,24.0,,1010.0,
2020-03-24,19.9,16.0,25.0,,,,12.8,,1010.6,
2020-03-25,17.7,13.9,22.0,,,,18.0,,1013.0,
2020-03-26,19.9,15.5,28.0,,,,22.9,,1007.4,
2020-03-27,20.2,16.7,25.2,,,,24.1,,1007.3,
2020-03-28,17.8,15.0,21.2,,,,15.1,,1016.2,
2020-03-29,19.8,13.0,26.0,,,,12.4,,1015.5,
2020-03-30,24.2,18.0,30.0,,,,19.1,,1010.7,
2020-03-31,25.5,18.0,30.3,,,,32.6,,1007.8,
2020-04-01,19.3,15.8,24.0,,,,15.7,,1014.3,
2020-04-02,19.6,14.9,24.0,,,,11.0,,1015.5,
2020-04-03,22.5,17.0,28.0,,,,16.9,,1015.4,
2020-04-04,26.9,19.0,34.2,,,,26.1,,1011.2,
2020-04-05,25.0,18.9,31.0,,,,22.8,,1011.2,
2020-04-06,19.4,16.0,23.7,,,,15.8,,1016.6,
2020-04-07,18.1,14.0,23.0,,,,14.5,,1016.5,
2020-04-08,18.5,14.0,22.0,,,,19.1,,1015.7,
2020-04-09,18.9,16.0,23.0,,,,12.8,,1014.3,
2020-04-10,17.4,14.5,22.0,,,,15.9,,1014.9,
2020-04-11,18.3,14.0,23.0,,,,11.5,,1016.7,
2020-04-12,19.0,15.0,24.0,,,,14.7,,1018.5,
2020-04-13,19.2,14.4,24.0,,,,16.3,,1017.7,
2020-04-14,19.6,15.0,26.0,,,,19.2,,1017.6,
2020-04-15,21.7,14.9,28.4,,,,12.3,,1017.3,
2020-04-16,21.6,16.3,25.4,,,,20.0,,1012.7,
2020-04-17,19.5,15.0,25.0,,,,19.8,,1013.3,
2020-04-18,20.5,15.8,27.0,,,,16.8,,1014.5,
2020-04-19,21.0,16.0,27.0,,,,23.5,,1013.5,
2020-04-20,21.5,15.4,34.0,,,,18.4,,1012.2,
2020-04-21,24.6,17.0,32.0,,,,13.3,,1010.1,
2020-04-22,26.8,19.8,33.6,,,,26.8,,1007.3,
2020-04-23,22.5,16.9,29.0,,,,13.1,,1011.9,
2020-04-24,24.1,17.9,34.0,,,,29.0,,1005.1,
2020-04-25,19.4,16.0,23.6,,,,19.7,,1011.5,
2020-04-26,20.4,15.8,25.0,,,,14.1,,1013.8,
2020-04-27,23.6,18.0,29.0,,,,10.6,,1012.0,
2020-04-28,22.8,18.0,28.5,,,,19.3,,1011.1,
2020-04-29,20.2,16.0,26.0,,,,16.4,,1014.8,
2020-04-30,21.5,15.8,28.0,,,,14.2,,1014.4,
2020-05-01,25.3,19.0,31.1,,,,11.1,,1012.9,
2020-05-02,23.4,17.0,29.0,,,,14.4,,1012.8,
2020-05-03,23.6,18.0,30.0,,,,14.0,,1011.6,
2020-05-04,25.7,19.8,32.0,,,,15.4,,1010.0,
2020-05-05,21.2,17.9,25.2,,,,20.9,,1012.5,
2020-05-06,21.4,17.0,27.0,,,,14.1,,1015.6,
2020-05-07,24.3,17.2,31.0,,,,10.8,,1013.9,
2020-05-08,26.8,19.1,36.0,,,,17.7,,1009.8,
2020-05-09,22.0,18.0,27.0,,,,17.6,,1013.4,
2020-05-10,22.3,16.8,28.0,,,,13.0,,1016.8,
2020-05-11,23.3,17.0,30.0,,,,25.3,,1017.2,
2020-05-12,25.5,18.0,34.0,,,,29.2,,1015.6,
2020-05-13,26.3,20.0,34.0,,,,25.5,,1014.3,
2020-05-14,26.1,19.0,33.0,,,,20.4,,1011.7,
2020-05-15,26.7,19.3,34.9,,,,24.5,,1010.0,
2020-05-16,28.9,22.0,37.0,,,,17.0,,1009.9,
2020-05-17,31.6,24.0,39.0,,,,17.1,,1009.8,
2020-05-18,32.0,25.8,40.0,,,,19.1,,1009.1,
2020-05-19,33.5,25.0,42.0,,,,17.7,,1008.7,
2020-05-20,36.5,30.4,43.3,,,,19.2,,1007.3,
2020-05-21,36.4,30.0,42.0,,,,14.6,,1006.9,
2020-05-22,27.3,22.6,33.0,,,,19.2,,1013.5,
2020-05-23,24.1,19.9,29.0,,,,19.3,,1016.1,
2020-05-24,21.9,18.0,26.0,,,,23.2,,1016.8,
2020-05-25,23.1,17.0,29.0,,,,12.8,,1016.6,
2020-05-26,24.7,18.9,31.0,,,,16.1,,1014.7,
2020-05-27,23.7,19.0,30.0,,,,17.8,,1015.0,
2020-05-28,23.1,18.8,29.0,,,,19.4,,1016.6,
2020-05-29,22.2,18.4,26.3,,,,19.2,,1017.9,
2020-05-30,22.1,17.2,27.0,,,,22.2,,1017.3,
2020-05-31,23.1,17.0,29.0,,,,22.7,,1015.8,
2020-06-01,28.6,18.8,36.9,,,,18.8,,1010.4,
2020-06-02,26.0,21.5,31.0,,,,19.4,,1009.1,
2020-06-03,26.0,20.8,31.0,,,,13.8,,1011.3,
2020-06-04,25.1,20.9,31.0,,,,23.8,,1012.8,
2020-06-05,24.2,19.6,30.0,,,,24.1,,1014.6,
2020-06-06,26.5,19.0,35.0,,,,18.8,,1012.0,
2020-06-07,31.3,23.0,39.0,,,,15.7,,1008.2,
2020-06-08,26.7,21.6,33.0,,,,18.3,,1009.1,
2020-06-09,26.0,20.0,32.0,,,,16.2,,1010.4,
2020-06-10,29.4,22.0,38.0,,,,14.7,,1011.6,
2020-06-11,29.1,24.0,34.0,,,,14.8,,1012.7,
2020-06-12,30.1,22.4,36.0,,,,14.3,,1011.2,
2020-06-13,30.5,26.0,35.0,,,,14.5,,1007.5,
2020-06-14,26.0,20.9,32.0,,,,19.4,,1009.2,
2020-06-15,26.3,21.0,32.0,,,,19.0,,1011.5,
2020-06-16,28.1,21.3,35.0,,,,19.3,,1010.7,
2020-06-17,32.6,24.0,42.0,,,,17.8,,1008.6,
2020-06-18,26.1,22.0,31.6,,,,18.0,,1011.7,
2020-06-19,26.4,21.9,32.0,,,,15.3,,1011.8,
2020-06-20,27.3,21.6,33.0,,,,16.5,,1011.7,
2020-06-21,31.5,23.7,40.0,,,,13.6,,1008.8,
2020-06-22,29.8,24.8,35.0,,,,13.3,,1010.2,
2020-06-23,29.2,23.4,35.0,,,,20.4,,1012.6,
2020-06-24,27.3,22.6,33.0,,,,22.7,,1014.7,
2020-06-25,25.9,22.0,31.0,,,,21.1,,1012.8,
2020-06-26,27.0,22.8,33.0,,,,22.0,,1009.9,
2020-06-27,28.1,22.6,39.0,,,,17.2,,1008.9,
2020-06-28,28.1,22.0,35.0,,,,15.2,,1008.8,
2020-06-29,28.7,22.6,36.0,,,,12.7,,1008.0,
2020-06-30,28.4,23.4,34.0,,,,13.7,,1007.1,
2020-07-01,28.5,23.3,34.0,,,,12.0,,1006.4,
2020-07-02,30.4,24.5,36.0,,,,13.4,,1005.1,
2020-07-03,30.4,24.8,36.2,,,,13.6,,1005.9,
2020-07-04,30.0,25.0,35.4,,,,13.5,,1007.7,
2020-07-05,30.0,25.0,35.2,,,,15.4,,1005.7,
2020-07-06,30.6,24.8,35.4,,,,12.8,,1004.0,
2020-07-07,31.4,27.1,36.0,,,,15.2,,1004.3,
2020-07-08,29.3,25.0,34.0,,,,16.0,,1008.1,
2020-07-09,28.4,24.0,32.6,,,,13.7,,1008.4,
2020-07-10,29.1,25.0,34.0,,,,16.2,,1008.4,
2020-07-11,29.5,24.4,35.1,,,,16.6,,1009.4,
2020-07-12,28.2,24.0,34.0,,,,15.2,,1007.3,
2020-07-13,28.3,23.3,34.0,,,,13.9,,1005.1,
2020-07-14,29.3,23.5,35.0,,,,13.3,,1005.9,
2020-07-15,28.8,24.9,34.0,,,,15.2,,1009.4,
2020-07-16,27.3,23.0,32.0,,,,18.3,,1008.9,
2020-07-17,27.8,23.0,33.0,,,,14.5,,1007.1,
2020-07-18,28.2,23.3,33.0,,,,14.7,,1007.3,
2020-07-19,28.0,23.0,33.1,,,,18.5,,1007.7,
2020-07-20,28.8,24.0,34.0,,,,19.7,,1009.1,
2020-07-21,28.4,23.5,34.0,,,,18.6,,1008.9,
2020-07-22,28.5,23.7,34.2,,,,16.3,,1005.5,
2020-07-23,29.6,25.0,35.0,,,,13.5,,1003.6,
2020-07-24,29.9,23.9,36.0,,,,13.0,,1005.1,
2020-07-25,28.9,24.0,35.0,,,,14.0,,1006.3,
2020-07-26,28.6,23.0,34.0,,,,17.0,,1007.4,
2020-07-27,28.5,24.0,34.0,,,,16.8,,1007.4,
2020-07-28,29.0,24.5,34.0,,,,17.8,,1007.2,
2020-07-29,29.8,24.5,36.0,,,,13.3,,1008.3,
2020-07-30,30.3,25.0,36.0,,,,12.5,,1009.7,
2020-07-31,30.7,25.0,37.0,,,,11.9,,1008.6,
2020-08-01,30.9,26.4,36.0,,,,11.4,,1005.3,
2020-08-02,31.2,25.0,37.0,,,,9.6,,1005.0,
2020-08-03,31.1,25.7,37.0,,,,15.5,,1007.4,
2020-08-04,30.8,26.9,36.0,,,,13.5,,1006.9,
2020-08-05,29.0,24.5,34.0,,,,13.6,,1006.7,
2020-08-06,30.1,24.9,37.0,,,,13.5,,1008.4,
2020-08-07,30.9,25.0,38.0,,,,13.9,,1009.7,
2020-08-08,31.1,26.0,37.0,,,,11.6,,1008.9,
2020-08-09,29.7,25.0,34.6,,,,12.9,,1007.9,
2020-08-10,30.2,26.0,35.0,,,,12.9,,1008.6,
2020-08-11,29.6,25.9,34.1,,,,12.8,,1009.8,
2020-08-12,29.4,25.8,35.4,,,,13.6,,1009.1,
2020-08-13,28.9,24.7,34.0,,,,14.9,,1007.8,
2020-08-14,29.9,24.7,36.0,,,,13.3,,1006.7,
2020-08-15,29.9,25.0,36.0,,,,13.6,,1005.6,
2020-08-16,30.4,24.8,37.0,,,,12.3,,1005.7,
2020-08-17,30.0,24.0,36.0,,,,14.8,,1006.5,
2020-08-18,28.7,24.9,34.0,,,,16.7,,1006.9,
2020-08-19,28.2,23.9,33.0,,,,12.4,,1005.7,
2020-08-20,28.5,24.0,34.0,,,,13.6,,1006.4,
2020-08-21,28.9,24.9,35.0,,,,15.0,,1007.3,
2020-08-22,28.7,24.6,34.0,,,,17.3,,1006.5,
2020-08-23,29.4,24.8,35.0,,,,14.5,,1005.3,
2020-08-24,30.1,24.0,36.1,,,,15.4,,1005.9,
2020-08-25,30.7,26.0,35.0,,,,12.0,,1008.0,
2020-08-26,29.7,24.0,35.0,,,,14.8,,1009.7,
2020-08-27,28.8,25.0,33.0,,,,14.4,,1008.4,
2020-08-28,28.5,24.8,33.0,,,,15.5,,1006.8,
2020-08-29,29.3,25.0,34.3,,,,16.0,,1007.4,
2020-08-30,29.9,25.0,36.0,,,,15.5,,1008.3,
2020-08-31,30.1,24.9,36.0,,,,13.7,,1007.1,
2020-09-01,30.7,25.0,37.0,,,,12.6,,1006.6,
2020-09-02,30.3,25.0,36.0,,,,13.0,,1008.8,
2020-09-03,29.4,25.0,35.0,,,,16.5,,1011.0,
2020-09-04,30.2,26.0,36.0,,,,17.0,,1009.6,
2020-09-05,30.3,25.8,36.1,,,,17.9,,1008.1,
2020-09-06,29.3,24.5,35.0,,,,17.7,,1008.3,
2020-09-07,29.1,25.0,34.4,,,,17.3,,1009.7,
2020-09-08,29.3,25.0,35.0,,,,18.3,,1011.3,
2020-09-09,29.0,24.9,34.0,,,,17.2,,1009.5,
2020-09-10,29.5,25.0,36.0,,,,11.6,,1005.5,
2020-09-11,31.4,25.9,37.0,,,,7.6,,1006.2,
2020-09-12,30.8,26.0,36.0,,,,11.2,,1011.0,
2020-09-13,29.4,25.0,36.0,,,,16.7,,1013.8,
2020-09-14,28.6,24.0,34.0,,,,18.8,,1013.3,
2020-09-15,28.4,23.0,34.0,,,,20.6,,1011.7,
2020-09-16,28.6,23.0,34.0,,,,19.1,,1010.8,
2020-09-17,29.7,25.0,35.1,,,,22.8,,1012.1,
2020-09-18,30.6,25.0,37.3,,,,30.6,,1012.3,
2020-09-19,29.6,25.9,35.3,,,,28.2,,1010.6,
2020-09-20,28.9,25.0,34.0,,,,23.7,,1009.8,
2020-09-21,29.5,24.0,35.0,,,,18.0,,1010.6,
2020-09-22,28.6,24.0,33.0,,,,23.8,,1013.2,
2020-09-23,27.4,24.0,32.0,,,,17.9,,1014.0,
2020-09-24,27.0,23.0,32.0,,,,16.4,,1013.8,
2020-09-25,28.1,24.0,34.0,,,,12.2,,1012.4,
2020-09-26,27.6,24.0,32.0,,,,11.3,,1011.1,
2020-09-27,28.5,23.6,35.0,,,,26.1,,1013.1,
2020-09-28,30.2,24.0,38.0,,,,24.3,,1015.1,
2020-09-29,29.8,24.0,37.0,,,,17.8,,1013.4,
2020-09-30,29.8,24.0,37.0,,,,14.4,,1010.4,
2020-10-01,28.2,24.7,33.0,,,,14.1,,1010.8,
2020-10-02,27.2,23.0,32.0,,,,13.0,,1013.6,
2020-10-03,26.5,22.0,31.0,,,,19.7,,1015.8,
2020-10-04,26.3,21.7,32.0,,,,15.8,,1016.1,
2020-10-05,26.6,21.8,32.0,,,,18.4,,1015.3,
2020-10-06,26.9,21.0,34.0,,,,20.9,,1013.5,
2020-10-07,28.0,21.0,36.0,,,,20.0,,1012.4,
2020-10-08,28.9,22.0,37.0,,,,17.8,,1011.9,
2020-10-09,28.4,23.9,35.0,,,,15.2,,1013.6,
2020-10-10,27.2,24.0,32.0,,,,18.4,,1015.8,
2020-10-11,25.8,22.0,30.0,,,,15.4,,1015.3,
2020-10-12,25.2,20.0,30.0,,,,17.1,,1014.6,
2020-10-13,25.4,20.0,31.0,,,,17.0,,1014.7,
2020-10-14,25.6,20.0,32.0,,,,22.5,,1016.6,
2020-10-15,26.1,21.0,32.0,,,,19.1,,1017.6,
2020-10-16,25.5,22.0,30.0,,,,18.9,,1015.9,
2020-10-17,24.4,19.0,30.0,,,,19.2,,1014.8,
2020-10-18,24.6,19.0,31.0,,,,20.4,,1014.6,
2020-10-19,26.4,21.0,33.0,,,,25.4,,1016.0,
2020-10-20,26.7,22.0,32.0,,,,21.7,,1016.1,
2020-10-21,25.2,22.0,31.0,,,,25.6,,1016.9,
2020-10-22,25.5,20.0,31.6,,,,14.8,,1017.3,
2020-10-23,25.8,21.0,32.0,,,,10.0,,1015.0,
2020-10-24,24.6,21.8,28.2,,,,11.4,,1013.4,
2020-10-25,24.3,20.0,28.0,,,,9.2,,1012.8,
2020-10-26,24.9,21.0,29.0,,,,10.1,,1013.2,
2020-10-27,24.9,21.7,29.0,,,,11.8,,1013.9,
2020-10-28,24.6,21.0,29.0,,,,16.8,,1015.7,
2020-10-29,24.4,20.9,28.3,,,,18.2,,1016.2,
2020-10-30,24.4,20.0,29.0,,,,17.5,,1015.8,
2020-10-31,24.1,21.9,27.0,,,,18.5,,1014.3,
2020-11-01,23.2,21.0,26.0,,,,18.8,,1015.1,
2020-11-02,22.5,19.0,26.0,,,,10.0,,1018.2,
2020-11-03,22.1,18.0,26.0,,,,9.0,,1019.2,
2020-11-04,21.9,18.0,25.2,,,,14.0,,1016.7,
2020-11-05,21.9,20.0,25.4,,,,18.5,,1014.6,
2020-11-06,21.0,18.0,25.0,,,,12.6,,1013.8,
2020-11-07,20.9,18.0,25.0,,,,9.5,,1014.0,
2020-11-08,20.9,17.0,24.3,,,,13.4,,1013.8,
2020-11-09,20.6,18.4,23.1,,,,16.1,,1015.2,
2020-11-10,21.0,17.0,26.3,,,,14.9,,1016.3,
2020-11-11,20.8,17.0,24.3,,,,8.0,,1017.4,
2020-11-12,21.1,18.0,25.0,,,,6.3,,1019.8,
2020-11-13,20.8,16.0,25.0,,,,9.6,,1019.8,
2020-11-14,21.3,18.0,25.0,,,,13.6,,1018.0,
2020-11-15,19.8,17.0,23.0,,,,13.2,,1018.2,
2020-11-16,19.3,16.0,23.0,,,,12.7,,1019.1,
2020-11-17,19.4,15.0,23.0,,,,13.7,,1020.3,
2020-11-18,20.1,16.0,25.0,,,,13.6,,1016.6,
2020-11-19,20.2,17.0,24.0,,,,9.1,,1013.3,
2020-11-20,17.7,15.0,21.0,,,,14.3,,1011.7,
2020-11-21,17.2,14.0,21.0,,,,14.1,,1017.0,
2020-11-22,18.2,14.0,22.2,,,,8.1,,1021.1,
2020-11-23,18.9,14.0,23.0,,,,13.5,,1019.9,
2020-11-24,19.5,16.0,24.0,,,,15.7,,1015.5,
2020-11-25,17.2,15.0,21.0,,,,10.7,,1012.5,
2020-11-26,17.3,14.7,21.3,,,,16.1,,1015.1,
2020-11-27,18.0,15.0,22.0,,,,5.6,,1017.4,
2020-11-28,17.4,14.0,21.0,,,,5.4,,1018.6,
2020-11-29,17.6,13.7,22.1,,,,4.7,,1018.7,
